Player,PlayerId,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,ShootingPercent,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Percent
Joe Pavelski,paveljo01,2020,35,DAL,C,63,14,16,30,5,29,3.1,8,6,0,3,10,5,1,118,11.9,1073,17:02,51,61,323,289,52.8
Tanner Pearson,pearsta01,2020,27,VAN,LW,65,19,24,43,-1,27,4.3,14,3,2,3,16,7,1,154,12.3,1069,16:27,39,83,3,13,18.8
Matthew Peca,pecama01,2020,26,TOT,C,9,0,2,2,-1,0,0,0,0,0,0,2,0,0,5,0,85,9:26,2,7,14,9,60.9
Matthew Peca,pecama01,2020,26,MTL,C,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,4,0,45,9:06,1,3,1,1,50
Matthew Peca,pecama01,2020,26,OTT,C,4,0,2,2,1,0,0.2,0,0,0,0,2,0,0,1,0,39,9:51,1,4,13,8,61.9
Andrew Peeke,peekean01,2020,21,CBJ,D,19,1,1,2,0,4,0.7,1,0,0,0,1,0,0,20,5,260,13:42,19,21,0,0,
Adam Pelech,pelecad01,2020,25,NYI,D,38,1,8,9,4,20,2.2,1,0,0,0,6,0,2,49,2,803,21:08,83,81,0,0,
Brendan Perlini,perlibr01,2020,23,TOT,LW,39,1,3,4,-18,10,-0.7,1,0,0,0,3,0,0,48,2.1,422,10:49,10,22,0,0,
Brendan Perlini,perlibr01,2020,23,DET,LW,38,1,3,4,-18,10,-0.7,1,0,0,0,3,0,0,47,2.1,414,10:53,10,21,0,0,
Brendan Perlini,perlibr01,2020,23,CHI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7:49,0,1,0,0,
Mathieu Perreault,perrema01,2020,32,WPG,C,46,6,8,14,-9,10,0.6,5,1,0,0,8,0,0,68,8.8,616,13:23,18,60,12,6,66.7
David Perron,perroda01,2020,31,STL,LW,66,25,35,60,2,52,6.6,16,9,0,9,17,18,0,160,15.6,1217,18:26,18,63,3,4,42.9
Corey Perry,perryco01,2020,34,DAL,RW,53,5,15,20,0,66,1.5,4,1,0,0,10,5,0,69,7.2,720,13:35,32,55,4,6,40
Joel Persson,perssjo02,2020,25,EDM,D,13,0,2,2,-1,2,0.3,0,0,0,0,2,0,0,17,0,199,15:19,10,6,0,0,
Brett Pesce,pescebr01,2020,25,CAR,D,61,4,14,18,7,27,3.9,4,0,0,0,12,0,2,104,3.8,1335,21:53,91,22,0,0,
Nic Petan,petanni01,2020,24,TOR,C,16,0,3,3,-4,4,-0.2,0,0,0,0,3,0,0,19,0,178,11:07,4,7,1,3,25
Jeff Petry,petryje01,2020,32,MTL,D,67,10,29,39,-13,26,5.4,6,3,1,3,20,9,0,152,6.6,1584,23:38,79,168,0,0,
Elias Pettersson,petteel01,2020,21,VAN,C,64,26,37,63,13,16,7.3,18,8,0,5,21,16,0,157,16.6,1182,18:28,41,61,57,81,41.3
Marcus Pettersson,pettema01,2020,23,PIT,D,64,1,20,21,7,35,4,1,0,0,0,18,2,0,71,1.4,1258,19:39,77,97,0,0,
Alex Pietrangelo,pietral01,2020,30,STL,D,65,13,36,49,8,20,8,8,5,0,3,19,16,1,206,6.3,1569,24:08:00,84,41,0,0,
Lawrence Pilut,pilutla01,2020,24,BUF,D,11,0,0,0,-4,2,-0.1,0,0,0,0,0,0,0,5,0,177,16:08,19,9,0,0,
Neal Pionk,pionkne01,2020,24,WPG,D,67,6,37,43,11,32,7.1,3,3,0,1,16,21,0,165,3.6,1565,23:22,71,155,0,0,
Brandon Pirri,pirribr01,2020,28,VEG,C,12,0,1,1,-3,6,-0.3,0,0,0,0,1,0,0,20,0,152,12:39,3,9,4,3,57.1
Tyler Pitlick,pitlity01,2020,28,PHI,C,59,7,11,18,9,12,1.6,7,0,0,0,11,0,0,71,9.9,706,11:58,38,122,5,12,29.4
Ryan Poehling,poehlry01,2020,21,MTL,C,27,1,1,2,-4,4,-0.3,1,0,0,0,1,0,0,26,3.8,279,10:20,10,38,3,12,20
Austin Poganski,poganau01,2020,23,STL,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5:54,0,0,0,0,,
Brayden Point,pointbr01,2020,23,TBL,C,61,23,37,60,27,11,7.1,16,7,0,4,33,4,0,130,17.7,1153,18:54,27,23,366,353,50.9
Roman Polak,polakro01,2020,33,DAL,D,40,0,4,4,-6,24,0.9,0,0,0,0,4,0,0,33,0,671,16:46,93,104,0,0,
Tucker Poolman,poolmtu01,2020,26,WPG,D,53,2,11,13,-5,24,1.9,2,0,0,0,11,0,0,61,3.3,937,17:40,55,54,0,0,
Derrick Pouliot,poulide01,2020,26,STL,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0,17,8:20,1,2,0,0,
Nikolai Prokhorkin,prokhni01,2020,26,LAK,LW,39,4,9,13,-7,6,0.8,4,0,0,1,6,3,0,56,7.1,477,12:13,6,33,92,104,46.9
Dalton Prout,proutda01,2020,29,SJS,D,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,26,12:49,3,3,0,0,
Ivan Provorov,provoiv01,2020,23,PHI,D,65,11,22,33,6,22,6.1,4,7,0,3,13,8,1,141,7.8,1616,24:52:00,103,74,0,0,
Ryan Pulock,pulocry01,2020,25,NYI,D,64,7,25,32,9,14,6.3,5,2,0,3,20,5,0,143,4.9,1427,22:18,134,102,0,0,
Mark Pysyk,pysykma01,2020,28,FLA,D,55,9,9,18,4,20,3.3,9,0,0,1,9,0,0,60,15,704,12:48,37,46,3,3,50
John Quenneville,quennjo02,2020,23,CHI,C,9,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,14,0,99,11:03,3,21,3,1,75
Alan Quine,quineal01,2020,26,CGY,C,9,1,0,1,-1,4,0,1,0,0,0,0,0,0,12,8.3,88,9:48,2,6,1,0,100
Gage Quinney,quinnga01,2020,24,VEG,F,3,0,1,1,-1,0,0,0,0,0,0,1,0,0,2,0,29,9:43,0,2,8,9,47.1
Lukas Radil,radillu01,2020,29,SJS,C,14,0,0,0,-3,8,-0.3,0,0,0,0,0,0,0,12,0,132,9:24,2,16,1,3,25
Alexander Radulov,radulal01,2020,33,DAL,RW,58,15,18,33,8,44,3.8,8,7,0,3,16,2,0,124,12.1,972,16:46,41,45,4,10,28.6
Michael Raffl,rafflmi01,2020,31,PHI,LW,54,7,11,18,-4,12,1.2,6,0,1,1,10,1,0,60,11.7,667,12:21,24,66,97,98,49.7
Rickard Rakell,rakelri01,2020,26,ANA,RW,59,13,22,35,-7,10,3.1,11,2,0,1,14,5,3,167,7.8,1078,18:16,25,76,7,3,70
Mikko Rantanen,rantami01,2020,23,COL,RW,42,19,22,41,-2,14,4.5,11,8,0,5,16,6,0,107,17.8,796,18:57,23,28,44,31,58.7
Victor Rask,raskvi01,2020,26,MIN,C,42,4,8,12,6,6,1.1,4,0,0,2,8,0,0,37,10.8,441,10:30,8,25,114,149,43.3
Ryan Reaves,reavery01,2020,33,VEG,RW,67,7,6,13,-5,47,0.7,7,0,0,1,6,0,0,57,12.3,672,10:02,21,296,22,25,46.8
Mike Reilly,reillmi01,2020,26,TOT,D,39,1,13,14,-5,22,1.7,0,1,0,1,4,8,1,73,1.4,703,18:01,45,31,0,0,
Mike Reilly,reillmi01,2020,26,OTT,D,25,1,9,10,-7,16,1,0,1,0,1,0,8,1,52,1.9,507,20:17,32,19,0,0,
Mike Reilly,reillmi01,2020,26,MTL,D,14,0,4,4,2,6,0.7,0,0,0,0,4,0,0,21,0,196,13:59,13,12,0,0,
Sam Reinhart,reinhsa01,2020,24,BUF,C,65,22,28,50,-12,20,4.7,17,5,0,2,21,7,0,132,16.7,1340,20:37,26,35,39,70,35.8
Anthony Richard,richaan01,2020,23,NSH,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,4,4:10,0,0,0,0,
Brad Richardson,richabr02,2020,34,ARI,C,56,6,5,11,0,20,0.6,5,0,1,3,4,0,1,71,8.5,765,13:40,41,73,340,282,54.7
Tobias Rieder,riedeto01,2020,27,CGY,C,53,4,6,10,-12,6,0.1,3,0,1,0,5,0,1,73,5.5,587,11:05,25,29,11,42,20.8
Morgan Rielly,riellmo01,2020,25,TOR,D,46,3,24,27,6,22,3.7,3,0,0,2,17,7,0,122,2.5,1116,24:15:00,66,37,0,1,0
Juuso Riikola,riikoju01,2020,26,PIT,D,36,1,6,7,3,6,1.5,1,0,0,0,4,2,0,38,2.6,500,13:53,24,74,0,0,
Zac Rinaldo,rinalza01,2020,29,CGY,C,18,3,2,5,0,34,0.6,3,0,0,2,2,0,0,19,15.8,152,8:28,8,64,0,0,
Rasmus Ristolainen,ristora01,2020,25,BUF,D,65,5,26,31,1,42,5.1,3,2,0,0,19,6,1,118,4.2,1476,22:43,80,194,0,0,
Brett Ritchie,ritchbr01,2020,26,BOS,RW,27,2,4,6,-3,21,0.2,2,0,0,1,3,1,0,34,5.9,281,10:24,3,89,2,3,40
Nick Ritchie,ritchni01,2020,24,TOT,LW,44,9,12,21,2,82,2.2,7,2,0,2,11,1,0,71,12.7,628,14:17,16,90,1,7,12.5
Nick Ritchie,ritchni01,2020,24,ANA,LW,41,8,11,19,3,78,2,6,2,0,2,10,1,0,70,11.4,590,14:23,13,79,1,7,12.5
Nick Ritchie,ritchni01,2020,24,BOS,LW,3,1,1,2,-1,4,0.2,1,0,0,0,1,0,0,1,100,38,12:46,3,11,0,0,
Jason Robertson,roberja01,2020,20,DAL,LW,3,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,37,12:19,0,1,0,0,
Buddy Robinson,robinbu01,2020,28,CGY,RW,5,1,0,1,0,7,0.1,1,0,0,0,0,0,0,6,16.7,61,12:14,5,14,0,0,
Eric Robinson,robiner01,2020,24,CBJ,LW,47,6,5,11,9,12,1.3,6,0,0,2,5,0,0,66,9.1,512,10:54,11,75,4,7,36.4
Evan Rodrigues,rodriev01,2020,26,TOT,C,41,5,4,9,-8,12,0.4,4,1,0,1,4,0,0,67,7.5,462,11:16,13,23,110,126,46.6
Evan Rodrigues,rodriev01,2020,26,BUF,C,38,5,4,9,-8,10,0.4,4,1,0,1,4,0,0,64,7.8,430,11:19,13,20,98,115,46
Evan Rodrigues,rodriev01,2020,26,PIT,C,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,3,0,32,10:34,0,3,12,11,52.2
Kevin Rooney,rooneke01,2020,26,NJD,C,45,4,5,9,5,18,0.7,2,0,2,0,4,0,1,47,8.5,521,11:35,28,56,174,192,47.5
Calle Rosen,rosenca01,2020,25,TOT,D,10,0,2,2,3,4,0.5,0,0,0,0,2,0,0,11,0,129,12:52,6,3,0,0,
Calle Rosen,rosenca01,2020,25,COL,D,8,0,2,2,2,4,0.4,0,0,0,0,2,0,0,10,0,111,13:49,5,3,0,0,
Calle Rosen,rosenca01,2020,25,TOR,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,18,9:02,1,0,0,0,
Jack Roslovic,rosloja01,2020,23,WPG,C,67,12,16,28,5,10,2.5,11,1,0,0,15,1,0,112,10.7,999,14:55,21,56,70,78,47.3
Antoine Roussel,roussan01,2020,30,VAN,LW,37,6,5,11,-2,43,0.8,5,1,0,0,4,1,0,48,12.5,447,12:05,13,41,6,6,50
Carter Rowney,rowneca01,2020,30,ANA,RW,65,6,8,14,2,14,0.9,4,0,2,1,6,0,2,59,10.2,826,12:43,38,175,42,52,44.7
Matt Roy,royma04,2020,24,LAK,D,66,4,13,17,10,8,4.5,4,0,0,0,13,0,0,106,3.8,1192,18:04,91,125,0,0,
Nicolas Roy,royni01,2020,22,VEG,C,24,4,4,8,2,8,0.9,4,0,0,1,4,0,0,29,13.8,254,10:35,4,37,74,85,46.5
German Rubtsov,rubtsge01,2020,21,PHI,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,27,6:48,4,4,6,8,42.9
Chad Ruhwedel,ruhwech01,2020,29,PIT,D,41,2,4,6,4,12,1.7,2,0,0,0,4,0,0,44,4.5,606,14:46,25,74,0,0,
Kris Russell,russekr01,2020,32,EDM,D,51,0,8,8,-3,14,1.5,0,0,0,0,7,0,1,41,0,860,16:52,96,67,0,0,
Patrick Russell,russepa01,2020,27,EDM,RW,45,0,5,5,-11,12,-0.7,0,0,0,0,5,0,0,58,0,511,11:22,25,64,2,2,50
Bryan Rust,rustbr01,2020,27,PIT,RW,50,24,26,50,16,28,6.4,16,7,1,4,17,8,1,142,16.9,997,19:56,32,68,2,7,22.2
Jan Rutta,ruttaja02,2020,29,TBL,D,33,1,6,7,6,14,1.5,1,0,0,0,6,0,0,43,2.3,513,15:33,21,19,0,0,
Bobby Ryan,ryanbo01,2020,32,OTT,LW,19,4,3,7,1,16,0.8,4,0,0,0,3,0,0,32,12.5,247,12:59,10,33,2,2,50
Derek Ryan,ryande01,2020,33,CGY,C,65,10,19,29,9,10,2.9,8,1,1,0,15,3,1,98,10.2,946,14:34,33,12,365,336,52.1
Joakim Ryan,ryanjo02,2020,26,LAK,D,35,1,4,5,-10,10,0.8,1,0,0,0,4,0,0,54,1.9,670,19:09,46,24,0,0,
Brandon Saad,saadbr01,2020,27,CHI,LW,53,20,11,31,2,16,3.7,17,1,2,4,11,0,0,128,15.6,886,16:42,18,31,23,34,40.4
Aleksi Saarela,saareal01,2020,23,FLA,C,8,2,0,2,1,0,0.3,2,0,0,0,0,0,0,13,15.4,97,12:07,2,1,7,11,38.9
Scott Sabourin,sabousc01,2020,27,OTT,F,30,2,4,6,-5,33,0.3,2,0,0,0,4,0,0,25,8,196,6:31,11,61,0,1,0
Miikka Salomaki,salommi01,2020,26,NSH,RW,5,1,0,1,2,4,0.2,1,0,0,1,0,0,0,2,50,61,12:09,3,9,0,0,
Rasmus Sandin,sandira01,2020,19,TOR,D,26,1,7,8,-6,8,0.5,1,0,0,1,5,2,0,20,5,372,14:18,20,32,0,0,
Zach Sanford,sanfoza01,2020,25,STL,LW,53,15,14,29,15,26,3.8,14,1,0,2,14,0,0,82,18.3,722,13:38,31,99,1,7,12.5
Travis Sanheim,sanhetr01,2020,23,PHI,D,65,8,15,23,1,30,4.2,8,0,0,0,11,4,0,107,7.5,1308,20:07,73,38,0,0,
Steven Santini,santist01,2020,24,NSH,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0,19,9:33,0,3,0,0,
Ashton Sautner,sautnas01,2020,25,VAN,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2:49,0,0,0,0,
David Savard,savarda01,2020,29,CBJ,D,65,0,10,10,-2,31,2.8,0,0,0,0,8,2,0,90,0,1339,20:36,155,125,0,0,
Luca Sbisa,sbisalu01,2020,30,WPG,D,44,2,8,10,1,37,2,2,0,0,0,8,0,0,49,4.1,789,17:56,71,91,0,0,
Marco Scandella,scandma01,2020,29,TOT,D,57,4,9,13,15,18,3.7,4,0,0,0,9,0,0,68,5.9,986,17:18,57,72,0,0,
Marco Scandella,scandma01,2020,29,BUF,D,31,3,6,9,9,8,2.4,3,0,0,0,6,0,0,39,7.7,514,16:36,34,38,0,0,
Marco Scandella,scandma01,2020,29,MTL,D,20,1,2,3,1,8,0.8,1,0,0,0,2,0,0,21,4.8,353,17:38,19,25,0,0,
Marco Scandella,scandma01,2020,29,STL,D,6,0,1,1,5,2,0.6,0,0,0,0,1,0,0,8,0,119,19:47,4,9,0,0,
Colton Sceviour,scevico01,2020,30,FLA,C,66,6,10,16,1,6,0.6,6,0,0,0,10,0,0,107,5.6,872,13:13,69,84,64,80,44.4
Tim Schaller,schalti01,2020,29,TOT,LW,53,5,1,6,-14,14,-0.5,4,0,1,0,1,0,0,49,10.2,613,11:34,28,51,7,11,38.9
Tim Schaller,schalti01,2020,29,VAN,LW,51,5,1,6,-13,14,-0.4,4,0,1,0,1,0,0,48,10.4,597,11:42,28,49,3,11,21.4
Tim Schaller,schalti01,2020,29,LAK,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,16,8:02,0,2,4,0,100
Mark Scheifele,scheima01,2020,26,WPG,C,67,28,42,70,0,45,7.3,18,10,0,6,33,9,0,158,17.7,1459,21:46,44,33,569,640,47.1
Brayden Schenn,schenbr01,2020,28,STL,C,66,24,29,53,-2,44,5.7,14,10,0,3,19,10,0,132,18.2,1224,18:33,20,117,333,344,49.2
Luke Schenn,schenlu01,2020,30,TBL,D,24,1,1,2,-8,23,-0.2,1,0,0,0,1,0,0,28,3.6,298,12:24,21,79,0,0,
Nick Schmaltz,schmani01,2020,23,ARI,C,67,8,34,42,2,18,3.7,6,2,0,2,23,11,0,85,9.4,1039,15:31,33,11,153,206,42.6
Nate Schmidt,schmina01,2020,28,VEG,D,55,7,23,30,10,12,5.4,6,1,0,0,18,5,0,106,6.6,1195,21:44,90,25,0,0,
Justin Schultz,schulju01,2020,29,PIT,D,41,2,7,9,-11,6,1.1,2,0,0,0,3,4,0,76,2.6,818,19:58,46,32,0,0,
Jaden Schwartz,schwaja01,2020,27,STL,C,66,20,32,52,-3,16,5.2,11,9,0,4,21,11,0,153,13.1,1200,18:10,27,54,8,11,42.1
Brent Seabrook,seabrbr01,2020,34,CHI,D,32,3,1,4,1,8,1.2,2,1,0,1,1,0,0,40,7.5,581,18:09,61,52,0,0,
Nick Seeler,seeleni01,2020,26,TOT,D,10,0,1,1,-7,15,-0.3,0,0,0,0,1,0,0,5,0,118,11:47,16,14,0,0,
Nick Seeler,seeleni01,2020,26,MIN,D,6,0,0,0,-6,8,-0.4,0,0,0,0,0,0,0,4,0,62,10:19,9,5,0,0,
Nick Seeler,seeleni01,2020,26,CHI,D,4,0,1,1,-1,7,0.1,0,0,0,0,1,0,0,1,0,56,13:58,7,9,0,0,
Tyler Seguin,seguity01,2020,28,DAL,C,65,17,33,50,0,22,5,14,3,0,6,21,12,0,234,7.3,1237,19:02,29,84,502,354,58.6
Andrej Sekera,sekeran01,2020,33,DAL,D,54,2,6,8,9,14,3,1,0,1,0,6,0,0,58,3.4,978,18:07,72,34,0,0,
Brett Seney,seneybr01,2020,23,NJD,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,20,9:56,0,2,0,2,0
Zachary Senyshyn,senysza01,2020,22,BOS,RW,4,0,2,2,1,0,0.2,0,0,0,0,2,0,0,1,0,34,8:26,1,2,1,0,100
Mikhail Sergachev,sergami01,2020,21,TBL,D,65,9,23,32,15,49,5.9,4,5,0,0,16,7,0,109,8.3,1305,20:05,93,101,0,0,
Damon Severson,severda01,2020,25,NJD,D,65,8,20,28,-20,46,4,5,3,0,2,13,7,0,109,7.3,1492,22:57,89,75,0,0,
Michael Sgarbossa,sgarbmi01,2020,27,WSH,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,8:07,0,3,3,3,50
Kevin Shattenkirk,shattke01,2020,31,TBL,D,65,8,25,33,23,34,6.5,7,1,0,0,20,5,0,122,6.6,1223,18:49,61,55,0,0,
Andrew Shaw,shawan01,2020,28,CHI,C,26,3,7,10,-4,33,0.5,2,1,0,0,6,1,0,46,6.5,376,14:27,9,74,42,51,45.2
Logan Shaw,shawlo01,2020,28,WPG,RW,35,3,2,5,0,0,0.4,3,0,0,0,1,1,0,20,15,239,6:49,13,24,11,9,55
Riley Sheahan,sheahri01,2020,28,EDM,C,61,7,7,14,-12,6,0.5,6,0,1,1,6,0,1,64,10.9,783,12:51,28,21,383,390,49.5
Conor Sheary,shearco01,2020,27,TOT,LW,58,9,10,19,-8,8,1.3,8,1,0,1,8,2,0,93,9.7,758,13:04,25,26,1,3,25
Conor Sheary,shearco01,2020,27,BUF,LW,55,9,10,19,-4,8,1.5,8,1,0,1,8,2,0,88,10.2,710,12:55,24,25,1,3,25
Conor Sheary,shearco01,2020,27,PIT,LW,3,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,5,0,48,16:02,1,1,0,0,
Kiefer Sherwood,sherwki01,2020,24,ANA,RW,4,0,1,1,0,0,0,0,0,0,0,1,0,0,10,0,53,13:13,0,8,1,0,100
Kole Sherwood,sherwko01,2020,23,CBJ,RW,3,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,20,6:38,1,10,0,1,0
Devin Shore,shorede01,2020,25,TOT,C,42,4,7,11,-11,8,0.4,4,0,0,1,5,2,0,49,8.2,498,11:52,13,50,42,46,47.7
Devin Shore,shorede01,2020,25,ANA,C,39,4,6,10,-8,8,0.4,4,0,0,1,4,2,0,47,8.5,468,11:59,13,47,39,42,48.1
Devin Shore,shorede01,2020,25,CBJ,C,3,0,1,1,-3,0,-0.1,0,0,0,0,1,0,0,2,0,31,10:10,0,3,3,4,42.9
Nick Shore,shoreni01,2020,27,TOT,C,59,3,3,6,1,18,0,3,0,0,0,3,0,0,40,7.5,540,9:09,19,54,191,160,54.4
Nick Shore,shoreni01,2020,27,WPG,C,38,1,2,3,-1,6,-0.2,1,0,0,0,2,0,0,33,3,346,9:07,12,37,105,91,53.6
Nick Shore,shoreni01,2020,27,TOR,C,21,2,1,3,2,12,0.2,2,0,0,0,1,0,0,7,28.6,194,9:13,7,17,86,69,55.5
Jonas Siegenthaler,siegejo01,2020,22,WSH,D,60,2,7,9,7,39,2.1,2,0,0,1,7,0,0,44,4.5,949,15:49,97,48,0,0,
Dylan Sikura,sikurdy01,2020,24,CHI,C,9,1,2,3,1,0,0.3,1,0,0,0,2,0,0,10,10,89,9:54,2,0,0,3,0
Jakob Silfverberg,silfvja01,2020,29,ANA,LW,60,18,16,34,-3,14,3.7,13,3,2,1,13,3,0,135,13.3,1052,17:32,39,27,8,32,20
Radim Simek,simekra01,2020,27,SJS,D,43,1,7,8,-13,14,1,1,0,0,0,7,0,0,33,3,717,16:41,53,84,0,0,
Wayne Simmonds,simmowa01,2020,31,TOT,RW,64,8,17,25,-17,64,1.3,3,5,0,1,13,4,0,115,7,963,15:03,26,139,29,45,39.2
Wayne Simmonds,simmowa01,2020,31,NJD,RW,61,8,16,24,-17,64,1.2,3,5,0,1,12,4,0,110,7.3,926,15:11,26,128,29,43,40.3
Wayne Simmonds,simmowa01,2020,31,BUF,RW,3,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,37,12:24,0,11,0,2,0
Dominik Simon,simondo01,2020,25,PIT,C,64,7,15,22,-9,12,1.1,7,0,0,0,14,1,0,102,6.9,922,14:24,20,57,15,27,35.7
Colton Sissons,sissoco01,2020,26,NSH,C,53,9,6,15,-1,20,1,8,0,1,2,6,0,0,51,17.6,757,14:17,39,79,274,261,51.2
Jeff Skinner,skinnje01,2020,27,BUF,LW,55,14,9,23,-17,18,1.7,14,0,0,1,6,3,0,168,8.3,900,16:22,11,25,28,49,36.4
Brady Skjei,skjeibr01,2020,25,TOT,D,63,8,16,24,-8,41,3.4,8,0,0,1,14,0,2,131,6.1,1305,20:43,96,101,0,0,
Brady Skjei,skjeibr01,2020,25,NYR,D,60,8,15,23,-6,41,3.4,8,0,0,1,13,0,2,124,6.5,1241,20:41,91,99,0,0,
Brady Skjei,skjeibr01,2020,25,CAR,D,3,0,1,1,-2,0,0,0,0,0,0,1,0,0,7,0,64,21:25,5,2,0,0,
Jaccob Slavin,slavija01,2020,25,CAR,D,64,5,30,35,28,10,7.4,5,0,0,3,26,3,1,134,3.7,1490,23:17,101,39,0,0,
Brendan Smith,smithbr05,2020,30,NYR,D,57,3,4,7,-12,60,0.4,2,0,1,0,3,0,1,39,7.7,601,10:32,31,83,1,0,100
Craig Smith,smithcr01,2020,30,NSH,C,65,17,12,29,18,32,3.7,14,3,0,2,10,2,0,167,10.2,871,13:24,18,57,13,13,50
Dalton Smith,smithda03,2020,27,BUF,LW,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1:26,0,0,0,0,,
Gemel Smith,smithge02,2020,25,TBL,C,3,1,0,1,0,4,0.1,1,0,0,0,0,0,0,1,100,28,9:10,2,1,13,7,65
Givani Smith,smithgi01,2020,21,DET,RW,21,2,1,3,-2,9,0.2,2,0,0,0,1,0,0,22,9.1,203,9:41,3,42,0,0,
Reilly Smith,smithre01,2020,28,VEG,RW,67,27,25,52,16,20,6.7,22,3,2,6,21,2,2,163,16.6,1205,17:59,29,51,3,9,25
Zack Smith,smithza01,2020,31,CHI,C,50,4,7,11,2,29,0.6,3,0,1,1,6,0,1,43,9.3,589,11:47,18,112,88,102,46.3
Vladimir Sobotka,sobotvl01,2020,32,BUF,C,16,1,2,3,2,4,0.1,1,0,0,0,2,0,0,23,4.3,228,14:16,7,26,39,31,55.7
Carl Soderberg,soderca01,2020,34,ARI,C,67,15,16,31,2,18,3.3,10,5,0,1,11,5,0,119,12.6,1059,15:48,39,70,240,288,45.5
Marcus Sorensen,sorenma01,2020,27,SJS,RW,61,7,9,16,-9,26,0.8,6,0,1,0,9,0,0,73,9.6,838,13:44,17,49,3,14,17.6
Carson Soucy,soucyca01,2020,25,MIN,D,55,7,7,14,16,18,4,6,0,1,1,7,0,0,61,11.5,860,15:38,50,69,0,0,
Jason Spezza,spezzja01,2020,36,TOR,C,54,9,16,25,-2,18,2.2,7,2,0,0,11,5,0,67,13.4,591,10:56,19,13,205,176,53.8
Daniel Sprong,spronda01,2020,22,ANA,RW,8,1,1,2,-2,0,0.1,0,1,0,0,1,0,0,17,5.9,113,14:06,3,4,0,0,
Jared Spurgeon,spurgja01,2020,30,MIN,D,58,11,19,30,-5,18,4.7,8,3,0,2,10,9,0,108,10.2,1298,22:23,97,49,0,1,0
Eric Staal,staaler01,2020,35,MIN,C,65,19,27,46,-11,28,4.2,14,5,0,5,18,9,0,113,16.8,1112,17:06,22,24,486,495,49.5
Jordan Staal,staaljo01,2020,31,CAR,C,64,8,16,24,0,36,1.3,6,2,0,0,15,1,0,122,6.6,1129,17:38,33,136,667,548,54.9
Marc Staal,staalma01,2020,33,NYR,D,47,2,8,10,6,16,2.1,2,0,0,0,8,0,0,40,5,829,17:39,75,65,0,0,
Steven Stamkos,stamkst01,2020,29,TBL,C,57,29,37,66,14,22,8,19,10,0,6,28,9,0,176,16.5,1050,18:25,38,69,365,307,54.3
Paul Stastny,stastpa01,2020,34,VEG,C,67,17,20,37,5,24,3.7,12,5,0,3,15,4,1,127,13.4,1147,17:07,31,62,589,477,55.3
Troy Stecher,stechtr01,2020,25,VAN,D,65,4,11,15,7,32,3.2,4,0,0,0,11,0,0,79,5.1,996,15:20,63,65,0,0,
Sam Steel,steelsa01,2020,21,ANA,C,59,5,16,21,-13,20,0.8,4,1,0,1,9,7,0,77,6.5,925,15:41,25,22,340,330,50.7
Alex Steen,steenal01,2020,35,STL,C,50,7,10,17,7,12,1.5,7,0,0,0,9,1,0,68,10.3,701,14:01,42,24,8,6,57.1
Kevin Stenlund,stenlke01,2020,23,CBJ,C,29,6,4,10,1,6,1.1,3,3,0,1,2,2,0,50,12,401,13:50,22,19,50,74,40.3
Derek Stepan,stepade01,2020,29,ARI,C,67,10,17,27,-4,14,1.9,8,1,1,2,11,6,0,152,6.6,1185,17:42,51,42,548,595,47.9
Mitchell Stephens,stephmi01,2020,22,TBL,C,35,2,3,5,-9,8,-0.4,2,0,0,0,3,0,0,41,4.9,374,10:41,8,28,174,159,52.3
Chandler Stephenson,stephch02,2020,25,TOT,C,62,11,14,25,24,16,3.1,8,1,2,5,12,1,1,68,16.2,884,14:15,30,52,219,265,45.2
Chandler Stephenson,stephch02,2020,25,VEG,C,38,8,13,21,19,10,2.7,5,1,2,3,12,1,0,50,16,600,15:47,18,32,141,188,42.9
Chandler Stephenson,stephch02,2020,25,WSH,C,24,3,1,4,5,6,0.4,3,0,0,2,0,0,1,18,16.7,284,11:50,12,20,78,77,50.3
